inner_id,text,annotator_20,annotator_21
376,Negativ  - Ganz schlimm  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
377,"Weltwirtschaft, Ukrainekrieg, Handelskrieg mit China - Die Zollerhöhungen auf chinesische Waren befeuert die Inflation ebenfalls. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
378,Nein - Gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
379,"Ukraine Krieg, Steuern, Energiepreise - durch unsere Regierung gewollt - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
380,"Krieg mit der ukraine, Bauer machen Streit , Die Preise müssen angepasst werden  - Weil die die das liefern mehr Geld haben wollten  - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
381,"Ukraine-Krieg - Ich denke, dass Krieg und politische Entscheidungen sehr viel dazu beitragen, dass Produkte für Endnutzer teurer werden. Sobald aufgrund von Kriegsgebiet die Lieferwege länger werden, steigen die Kosten - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
382,"Falsche Politik , Regierung  - Sehr viel. Unsere Regierung hat ja so eine scheiß Politik gemacht. Betrüger sind das. Korrupt ohne Ende  - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
383,"Corona, dadurch Wirtschaftsflaute, kaum Konsum - Der eine Faktor ist unmittelbar von jedem anderen Faktor abhängig. Ohne Corona wäre es nicht so weit gekommen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
384,"Gescheiterte Politik , Zu hohe steuern - Die aktuelle Politik in Deutschland hat momentan leider total versagt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
385,"Krieg, Schlechte Regierung , Schlechte Wirtschaft, Bürgergeld, Corona - Bürgergeld ist zu attraktiv. Die aktuellen Situation in der Welt ist schlecht für die Wirtschaft. Außerdem ist unsere Regierung nicht mehr in der Lage die Bevölkerung zum Arbeiten zu motivieren. Bürgergeld ist zu attraktiv. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
386,"Steigerung der Energiekosten - Durch die Steigerung der Energiekosten wurde die Herstellung, der Transport sowie der Verkauf teurer.
Diese Mehrkosten wurden an denEndverbraucher weitergegeben. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
387,"Energie , Krieg - Krieg zwischen Ukraine und Russland  - inflation.",Gründe der Inflation,Gründe der Inflation
388,"Rohstoffe werden teurer, Angebot & Nachfrage - Die Menschen kaufen Lebensmittel auch trotz Preiserhöhungen. Sie erlauben sich den Luxus und sparen lieber woanders. Außerdem betrifft dies auch Grundnahrungsmittel. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
389,"Ukrainekrieg, Syrien, China, Nordkorea, Iran - Es geht um Machtherrschaft
Ölpreise Gas - inflation.",Gründe der Inflation,Gründe der Inflation
390,"Krieg , Asyl  - Krieg slkes eindeutig teurer  - inflation.",Gründe der Inflation,Gründe der Inflation
391,"Einwanderung, Arbeitslosigkeit - Einwanderung und Arbeitslosigkeit sind die Hauptursachen für Inflation - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
392,"Energie, Rohstoffe - Hier hängt alles zusammen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
393,"Ukraine Krieg, Corona, Klima Veränderungen - Ich habe keine Ahnung von Politik oder Ökonomie.  - inflation.",Gründe der Inflation,Gründe der Inflation
394,Krieg - Kann ich nicht beschreiben  - inflation.,Gründe der Inflation,Gründe der Inflation
395,corona - corona hat dafür gesorgt das viele ihre jobs verlieren. dadurch ist es dazu gekommen das weniger leute arbeiten. Außerdem wurde viel gekauft. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
396,"Ukraine , Benzinsteuer , verteuerungen in der Landwirtschaft  - Ukraine führt zu einem Embargo von öl, das teuer woanders eingekauft werden muss. => Hohe Spritpreise.
Verteuerungen in der Landwirtschaft (auch wegen der Spritpreise) führen zu teureren Lebensmittel . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
397,"China, Geld - Nein - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
398,weiß nicht  - Ich weiß nicht wodurch Inflation verursacht wird. - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
399,- - - - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
400,wirtschaft  - durch die schwankende konjunktur  - inflation.,Gründe der Inflation,Gründe der Inflation
401,Gelf - Viel  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
402,"Regierung, Insolvenz - IDe Regierung hat deutschland runter gewirtschaftet viele firmen sin insolvent oder abgewandert !  CO2 Steuer und LK Maut trieben die lebensmittelpreise weiter nach oben - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
403,"I'm 2, 1, 1 - Ich finde es gut - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
404,"strom, miete, wasser, lebensmittel, gas - energie --krieg russland ,kein billig gas aus russland, atom-ausstieg - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
405,"russia war, covid - They are not that related I think. They are individual topics. Covid was spread in each country and the war has mainly affected west I think. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
406,"Krieg, Klimawandel - In dem die rücklagen für den Euro weniger Wert sind als die Menge an Geld die existiert  - inflation.",Gründe der Inflation,Gründe der Inflation
407,"Sehr gut , Sehr  - Sehr gut gefallen  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
408,"Corona, Wjdcjdjrj, Kriege , Wcjcjfiri, Qksixjdej - Keine Ahnung  - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
409,"Gut, Gut  - Ihrer Meinung ist gleich  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
410,"Energiekosten , Lebensmittel  - Energy kosten Steigerung machen automatisch Produktion der Wahren teurer, was genau den Preis beantrechtigt - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
411,"g, h - vjvjnuhbkutv  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
412,"Corona, Krieg - Sind zwei unterschiedliche Punkte - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
413,"Energiekrise, Krieg in der Ukraine, Klimapolitik, Teure Rohstoffe - Der Krieg führte zum Umbruch in der Energiepolitik, dadurch wurde Energie sehr teuer - inflation.",MISSING,kausales Inflationsnarrativ
414,Teurere Import Preise  - Ich weiß es nicht ich kenne mich bei dem Thema nicht aus  - inflation.,Gründe der Inflation,Gründe der Inflation
415,"Krieg, Umwelt , Energie, Profite - Der Krieg in der Ukraine, haben zu ansteigende Energiekosten gesorgt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
416,"Corona, Erhöhung Ölpreis - gar nicht - inflation.",Gründe der Inflation,Gründe der Inflation
417,"Ölpreis , Höheren Kosten , Niedrige Zinsen , Niedrige geld Währung, Lifferkettenproblemen - Wenn Arbeitnehmer höhere Löhne fordern, um die gestiegenen Lebenshaltungskosten auszugleichen, erhöhen Unternehmen ihre Preise, um die gestiegenen Kosten . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
418,"Corona, Krik, Preis - Ami ot koronata mnogo magazin se zatvoriha. Mnogo raboti mesta se zatvoriha. Horata se strahuvat za svoeto badeste - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
419,"Energie, Lebensmittel , Dienstleistungen  - Spirale der Preise und höhere Löhne. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
420,"Ukrainekrieg, Gasunsicherheit, Steigende energiepreise - Gas muss woanders teuer importiert werden .kohle und akws abgeschaltet.muss aus polen und frankreich importiert werden . Zölle auf importware von china . Absatzverlust in deutschland. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
421,"Krieg  in der Ukraine, Folgen der Corona Pandemie, Unfähige deutsche Regierung - Dann kam der Krieg und die Fehlentscheidung der Grünen, die uns durch die Sanktionen gegen Russland das günstige Gas nahmen, so dass nochmal stark die Preise anstiegen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
422,"Gestiegene Energiepreise, Ukrainekrieg, Umwelteinflüsse, Höherer Mindestlohn, Mitnahmegewinne - Durch den Krieg wurde Energie teurer.Preise für Lebensmittel sind durch Klimawandel gestiegen.Durch höheren Mindestlohn wird alles teurer.Unternehmen wollen natürlich ihre Gewinne erhöhen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
423,"Dienstleistungen , Pauschalreisen - Energietreiber als Treiber der Inflation - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
424,"50, 100 - Gering  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
425,Kein - Das ist super  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
426,"Lebenserhaltungskosten, Lebensmittelkosten - Sie hängen stark miteinander zusammen. - inflation.",Gründe der Inflation,Gründe der Inflation
427,"corona und die masnahmen, politiker die sinnlose gesetzte beschlossen - die politik macht gesetze die keinen sinn ergeben die wirtschaft kann es nicht umsetzen und wandert aus. dadurch können höhere produktkosten entstehen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
428,"Krieg , Rohstoffknappheit, Nachfrage hoch , Umwelteinflüsse, Brexit - Letztlich hängen alle diese Dinge zusammen. Ist die Nachfrage hoch aber die Güter knapp dann steigen die Preise. Krieg führt oft zu Rohstoffknappheit und hoher Nachfrage bestimmter Güter wie Metall, l usw. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
429,"Schrumpfende Wirtschaft - Wirtschaftswachstum sinkt, Kosten für Kredite steigen, Geld ist weniger Wert - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
430,"Ukraine Krieg, unsichere Seewege - Durch den Ukraine Krieg wurde kein billiges Gas mehr aus Russland geliefert. Die Seewege waren nicht mehr sicher und es mußten Umwege gemacht werden, was zu höheren Kosten führte - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
431,Krieg - Krieg - inflation.,Gründe der Inflation,Gründe der Inflation
432,"Ukrainekrieg, Energiepreise, Mitnahmeeffekte des Handels, Wachstumsflaute der deutschen Wirtschaft - <Die Faktoren bestehen unabhänig von einander. Sie finden aber gleichzeitig statt. Dadurch verstärken sie sich gegenseitig. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
433,"Umweltkrisen, Kriege, Kapitalismus, Managementfehler - Außerdem wird das Gefühl, dass Preise steigen ausgenutzt, um nochmals einen Anteil aufzusatteln und Gewinne zu steigern. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
434,"Politische Entscheidungen, Weltpolitische entwicklungen - …ist zum großen Teil hausgemacht, insbesondere im Bereich der Energiekosten (zusätzliche Abgaben).  Die hohen Soialkosten lähmen dazu. Oben drauf ist die weltpolitische Lage fragil. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
435,"Corona Pandemie, Ukraine Krieg - Manche Rohstoffe und Waren wurden weniger, die Nachfrage stieg, die Beschaffungskosten stiegen, die Menschen mussten mehr dafür bezahlen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
436,"Energie, Weltpolitische Situation - Unsicherheiten aufgrund des Krieges führen zu hoher Volatilität in Energiepreisen und Rohstoffpreise, welche sich auf Endprodukt durchschlagen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
437,"Energiepreisantsieg, Krieg, Lieferketten - Verteuerung der Produktion, zu viel Waren aus dem Ausland - inflation.",Gründe der Inflation,Gründe der Inflation
438,"Innovative , Interessant  - Attraktiv  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
439,"Energie Preise, CO2 Steuer, Ukraine Krieg, Emigration - Die steigenden Energiekosten, aufgrund des Krieges in der Ukraine.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
440,Keine Ahnung  - Weiß nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
441,"5, 6 - none - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
442,"die Rohstoffkosten sind stark gestiegen, die Energiekosten sind gestiegen - teilweise mit dem Ukrainekrieg - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
443,"Russland Ukraine Konflikt, Corona - Auf durch Corona geschwächte Wirtschaft folgte der Energiepreisschock durch die Russland-Sanktionen. Dazu noch sich verstärkende Auswirkungen auf Preise durch Russlandsanktionen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
444,"mangelhafte politik, unfähige Berater und politiker - Sehr SPD und Grüne haben Deutschland an die Wand gefahren, schlecht reagiert und agiert und allen ndren die Schuld gegeben - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
445,"Der Ukraine Krieg, Der Krieg im NahenOsten, Auswirkungen der Pandemie - Während der Pandemie kam es zu Lieferengpässen und Rohstoffmangel. Außerdem haben viele ihre Jobs verloren. Dies hatte auch Auswirkungen auf die Wirtschaft. Beim Krieg ist es so ähnlich.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
446,"energiepreisanstieg, Lieferkettenprobleme - garnicht - inflation.",Gründe der Inflation,Gründe der Inflation
447,"Ausländeranteil, Energiepreiserhöhungen - Die Energiekosten werden auf die Lebensmittelpreise aufgeschlagen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
448,"weiß nicht, greed - Leute wollen mehr Geld
 - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
449,"Energiepreise, Schuldenaufnahme - Hohe Energiepreise lassen Herstellungskosten steigen. Somit steigen die Verbraucherpreise.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
450,Ukraine  - Bin mir nicht sicher  - inflation.,Gründe der Inflation,Gründe der Inflation
451,"starke Gelddruckerei - Geld entwertung, dollar bricht zusammen - inflation.",Gründe der Inflation,Gründe der Inflation
452,"Fgfx, Dido, Fpdp, Eudu, Djdi - Sehr positiv  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
453,Ukraine Krieg - Die Verhinderung der Lieferung aus der Ukraine durch Russland haben vorallem die Preise für Getreide in die Höhe getrieben. - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
454,"Schwierige Situation - Sie haben zu Steigenden Preisen, also Inflation geführt - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
455,Strom Heizung  - weil die Kosten höher geworden sind - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
456,"Keine Ahnung , Keine Ahnung  - Ich kann kein antworten geben  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
457,"Krieg Ukraine, Sanktionen gegen Russland, Zusammenbruch von Lieferketten - Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. Auf der einen Seite hat ein Staat Werte . Wenn ein anderer krass dagegen verstößt , sind Sanktionen richtig. Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
458,keine ahnung  - keine ahnung  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
459,"Migration, Sinkendes Wirtschaftswachstum, Arbeitskräftemangel - Durch fehlende Arbeitskräfte und hohe Energiekosten gab es viele Insolvenzen. Migranten ersetzen keine Arbeitskräfte sondern belasten das System. - inflation.",MISSING,kausales Inflationsnarrativ
460,"Veränderung der Preise gegenüber dem Vorjahresmonat, Verbraucherpreise in Deutschland steigen - Es wrid alles teurer und teurer als in den Vormonaten - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
461,"Höhere Energiekosten , Lohnsteigerungen, Krieg, Umwelt - Die gesteigerten  Lohnkosten werden auf den Preis aufgeschlagen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
462,"Zu wenig Einnahmen , Zu viele Ausgaben  - Wenn man zu wenig verdient kann man auch weniger sparen und zurück legen bzw anlegen - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
